pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,-1.5459948789777394,1.292416443277615,1.6519558214587495,-1.8088765800308568
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,-1.770400581435244,2.591253957519264,0.9976111750628317,-2.091649556622245
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,-1.506852593562553,1.9585325352327096,-0.9250217248296299,-1.6908045893828854
REACTOME_AMYLOID_FIBER_FORMATION,-1.2007983942859297,1.4285213568769857,0.6046982885947983,-1.6612545351301247
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,-1.610362666711185,1.0946710958470232,1.96599880115026,-0.659552185568865
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-2.001718349367208,1.0392185556283366,2.224135835365935,-1.379459052157399
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,-1.2468066273852367,1.7930119837393717,-1.1255825431558442,-1.1771596612155382
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,-1.6422257976142798,0.6551390610018263,1.8986276354827765,-1.7198403211802118
REACTOME_ANTIMICROBIAL_PEPTIDES,-1.8535527756457126,0.9238011273862327,1.6013969741649543,-1.1426364209402902
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,-1.490752336075366,1.3742985920954085,1.6635538875461129,-1.8461058994326447
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,-1.5545760812012466,1.4225823656813013,1.57011790219637,-1.7677755095872407
REACTOME_ARACHIDONATE_METABOLISM,-1.6911291516073277,0.8765598072259745,1.8071598511395983,-1.0799806737304074
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,-1.421423096515602,1.750152888352689,-1.139512955821878,-0.8427942950616031
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,-1.9022299817466761,1.072141430063984,1.0396248046142107,1.347048278007255
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,-1.392696856243881,1.273006287911294,1.373221425656299,-1.6971048220989295
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,-1.5241504861248776,1.3200066166060955,1.6323784802636083,-1.7779383763463987
REACTOME_AZATHIOPRINE_ADME,-1.769010795896265,1.434490235307419,1.3662709443788101,-0.8657431450799219
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,-0.5676351088902932,0.9866616360952559,0.897513803275746,-1.828611895655307
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,1.1938387324565147,1.4055130309960728,-1.9748041408262194,1.2997892752495492
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,-1.7903220542239724,-1.1437071860160417,1.2728258926193783,-0.8811746639334691
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,-0.9110599673517752,2.1676937863082,-2.0842949145361302,-0.9707598567436672
